#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 04 25 17 00 267  2.2  2.5 99.00 99.00 99.00 999 1008.9   4.7   3.2 999.0 99.0 99.00
2019 04 25 17 20 288  2.9  3.1  0.05  3.10 99.00 999 1008.6   4.6   3.2 999.0 99.0 99.00
2019 04 25 17 40 281  2.1  2.5 99.00 99.00 99.00 999 1008.1   4.6   3.2 999.0 99.0 99.00
2019 04 25 18 00 243  1.1  1.4 99.00 99.00 99.00 999 1008.0   5.3   3.3 999.0 99.0 99.00
2019 04 25 18 20 268  1.3  2.0 99.00 99.00 99.00 999 1008.3   5.4   3.3 999.0 99.0 99.00
2019 04 25 18 40 335  1.8  2.1 99.00 99.00 99.00 999 1008.5   4.8   3.2 999.0 99.0 99.00
2019 04 25 19 00 290  1.8  2.1 99.00 99.00 99.00 999 1008.5   5.0   3.3 999.0 99.0 99.00
2019 04 25 19 20 325  1.4  1.9 99.00 99.00 99.00 999 1008.3   4.9   3.2 999.0 99.0 99.00
2019 04 25 19 40  20  1.1  1.4 99.00 99.00 99.00 999 1007.8   5.6   3.3 999.0 99.0 99.00
2019 04 25 20 00  15  1.8  2.0 99.00 99.00 99.00 999 1007.2   5.7   3.3 999.0 99.0 99.00
2019 04 25 20 20 343  2.8  3.4  0.04  2.74 99.00 999 1007.0   5.5   3.2 999.0 99.0 99.00
2019 04 25 20 40   2  1.4  1.7 99.00 99.00 99.00 999 1006.8   5.8   3.3 999.0 99.0 99.00
2019 04 25 21 00 355  2.4  2.8 99.00 99.00 99.00 999 1006.6   5.9   3.3 999.0 99.0 99.00
2019 04 25 21 20 356  2.6  3.0  0.06  2.29 99.00 999 1006.3   6.1   3.4 999.0 99.0 99.00
2019 04 25 21 40 344  1.9  2.3 99.00 99.00 99.00 999 1006.2   5.9   3.4 999.0 99.0 99.00
2019 04 25 22 00 352  2.3  2.6 99.00 99.00 99.00 999 1006.1   5.7   3.3 999.0 99.0 99.00
2019 04 25 22 20   0  2.5  3.0  0.06 99.00 99.00 999 1005.8   5.8   3.3 999.0 99.0 99.00
2019 04 25 22 40 334  3.4  3.8 99.00 99.00 99.00 999 1005.6   6.3   3.3 999.0 99.0 99.00
2019 04 25 23 00 339  2.8  3.1  0.05  2.10 99.00 999 1005.7   6.1   3.3 999.0 99.0 99.00
2019 04 25 23 20 327  3.1  3.4 99.00 99.00 99.00 999 1005.7   6.3   3.3 999.0 99.0 99.00
2019 04 25 23 40 319  3.7  4.0 99.00 99.00 99.00 999 1005.6   6.7   3.3 999.0 99.0 99.00
2019 04 26 00 00 330  3.3  3.6  0.07 99.00 99.00 999 1005.4   6.4   3.3 999.0 99.0 99.00
2019 04 26 00 20 323  3.9  4.5 99.00 99.00 99.00 999 1005.4   6.8   3.3 999.0 99.0 99.00
2019 04 26 00 40 314  5.9  6.6 99.00 99.00 99.00 999 1005.4   6.8   3.3 999.0 99.0 99.00
2019 04 26 01 00 302  6.0  6.9  0.17 99.00 99.00 999 1005.4   6.0   3.3 999.0 99.0 99.00
2019 04 26 01 20 308  6.0  7.3 99.00 99.00 99.00 999 1005.4   6.0   3.2 999.0 99.0 99.00
2019 04 26 01 40 312  5.4  5.9 99.00 99.00 99.00 999 1005.4   6.1   3.2 999.0 99.0 99.00
2019 04 26 02 00 315  5.8  6.3  0.28  2.19 99.00 999 1005.2   6.5   3.2 999.0 99.0 99.00
2019 04 26 02 20 320  4.6  5.5 99.00 99.00 99.00 999 1005.1   6.7   3.2 999.0 99.0 99.00
2019 04 26 02 40 318  3.8  4.6 99.00 99.00 99.00 999 1005.0   5.8   3.3 999.0 99.0 99.00
2019 04 26 03 00 310  4.4  5.0  0.30  2.43 99.00 999 1004.9   5.2   3.3 999.0 99.0 99.00
2019 04 26 03 20 309  4.0  4.4 99.00 99.00 99.00 999 1004.6   5.1   3.3 999.0 99.0 99.00
2019 04 26 03 40 301  5.6  6.8 99.00 99.00 99.00 999 1004.3   4.8   3.3 999.0 99.0 99.00
2019 04 26 04 00 309  6.3  7.0  0.33  2.31 99.00 999 1004.2   4.9   3.3 999.0 99.0 99.00
2019 04 26 04 20 314  7.1  8.1 99.00 99.00 99.00 999 1004.0   4.8   3.3 999.0 99.0 99.00
2019 04 26 04 40 310  7.2  8.4 99.00 99.00 99.00 999 1003.8   5.0   3.3 999.0 99.0 99.00
2019 04 26 05 00 310  8.0  9.2  0.53  2.75 99.00 999 1003.6   4.6   3.3 999.0 99.0 99.00
2019 04 26 05 20 318  7.5  8.7 99.00 99.00 99.00 999 1003.3   4.8   3.2 999.0 99.0 99.00
2019 04 26 05 40 311  8.2  9.4 99.00 99.00 99.00 999 1003.2   5.2   3.2 999.0 99.0 99.00
2019 04 26 06 00 312  8.9  9.9  0.78  3.14 99.00 999 1003.1   5.3   3.2 999.0 99.0 99.00
2019 04 26 06 20 308  8.6 10.5 99.00 99.00 99.00 999 1003.2   5.2   3.2 999.0 99.0 99.00
2019 04 26 06 40 315  8.8 10.1 99.00 99.00 99.00 999 1003.2   5.3   3.2 999.0 99.0 99.00
2019 04 26 11 00 319  5.5  6.6 99.00 99.00 99.00 999 9999.0   4.6 999.0 999.0 99.0 99.00
2019 04 26 11 20 313  6.9  8.1 99.00 99.00 99.00 999 1004.1   4.6   3.4 999.0 99.0 99.00
2019 04 26 11 40 307  6.0  7.2 99.00 99.00 99.00 999 1004.4   4.4   3.5 999.0 99.0 99.00
2019 04 26 12 00 323  5.1  6.2  0.63  3.20 99.00 999 1004.6   4.4   3.7 999.0 99.0 99.00
2019 04 26 12 20 308  4.9  5.6 99.00 99.00 99.00 999 1004.6   4.3   3.6 999.0 99.0 99.00
2019 04 26 12 40 295  5.0  5.8 99.00 99.00 99.00 999 1004.7   3.9   3.4 999.0 99.0 99.00
2019 04 26 13 00 291  4.9  6.6  0.47  2.92 99.00 999 1004.5   4.3   3.4 999.0 99.0 99.00
2019 04 26 13 20 301  5.5  6.7 99.00 99.00 99.00 999 1004.5   4.8   3.4 999.0 99.0 99.00
2019 04 26 13 40 299  4.8  5.7 99.00 99.00 99.00 999 1004.8   4.1   3.5 999.0 99.0 99.00
2019 04 26 14 00 312  5.9  7.0  0.38  2.64 99.00 999 1004.8   4.3   3.5 999.0 99.0 99.00
2019 04 26 14 20 305  6.0  6.9 99.00 99.00 99.00 999 1004.9   4.3   3.5 999.0 99.0 99.00
2019 04 26 14 40 313  6.4  7.7 99.00 99.00 99.00 999 1005.0   4.3   3.4 999.0 99.0 99.00
2019 04 26 15 00 320  8.3  9.8  0.44  2.56 99.00 999 1005.0   5.0   3.4 999.0 99.0 99.00
2019 04 26 15 40 313  9.6 11.4 99.00 99.00 99.00 999 9999.0   5.4 999.0 999.0 99.0 99.00
2019 04 26 16 00 311  9.9 11.7  0.71  2.93 99.00 999 1005.6   5.3   3.5 999.0 99.0 99.00
2019 04 26 16 40 315 10.8 11.7 99.00 99.00 99.00 999 9999.0   5.5 999.0 999.0 99.0 99.00
2019 04 26 17 00 313  9.8 12.0  0.94  3.29 99.00 999 1006.5   5.1   3.6 999.0 99.0 99.00
2019 04 26 17 40 329  8.0  8.9 99.00 99.00 99.00 999 9999.0   5.1 999.0 999.0 99.0 99.00
2019 04 26 18 00 313  6.6  7.8  0.81  3.26 99.00 999 1007.6   5.1   3.7 999.0 99.0 99.00
2019 04 26 18 40 304  6.3  7.4 99.00 99.00 99.00 999 9999.0   5.0 999.0 999.0 99.0 99.00
2019 04 26 19 00 293  6.1  7.1  0.59  3.08 99.00 999 1008.2   4.9   3.7 999.0 99.0 99.00
2019 04 26 19 40 288  6.5  7.7 99.00 99.00 99.00 999 9999.0   5.3 999.0 999.0 99.0 99.00
2019 04 26 20 00 302  6.3  7.1  0.57  3.03 99.00 999 1008.6   5.6   3.9 999.0 99.0 99.00
2019 04 26 20 40 295 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2019 04 26 21 00 299 99.0 99.0  0.52  2.99 99.00 999 1009.2 999.0   4.0 999.0 99.0 99.00
2019 04 26 21 40 278  4.3  4.7 99.00 99.00 99.00 999 9999.0   5.5 999.0 999.0 99.0 99.00
2019 04 26 22 00 280  4.5  5.5  0.51  3.10 99.00 999 1009.2   5.5   3.9 999.0 99.0 99.00
2019 04 26 22 40 268  5.0  6.1 99.00 99.00 99.00 999 9999.0   5.4 999.0 999.0 99.0 99.00
2019 04 26 23 00 282  6.0  7.0  0.47  2.94 99.00 999 1009.6   5.5   3.9 999.0 99.0 99.00
2019 04 26 23 40 292  5.9  6.5 99.00 99.00 99.00 999 9999.0   5.3 999.0 999.0 99.0 99.00
2019 04 27 00 00 289  5.4  6.1  0.50  2.95 99.00 999 1009.7   5.0   4.0 999.0 99.0 99.00
2019 04 27 00 40 288  4.0  4.4 99.00 99.00 99.00 999 9999.0   4.7 999.0 999.0 99.0 99.00
2019 04 27 01 00 308  3.6  4.2  0.42  2.74 99.00 999 1010.0   4.8   4.0 999.0 99.0 99.00
2019 04 27 01 40 328  5.3  5.6 99.00 99.00 99.00 999 9999.0   5.0 999.0 999.0 99.0 99.00
2019 04 27 02 00 339  4.8  5.5  0.39  2.59 99.00 999 1010.8   5.0   4.1 999.0 99.0 99.00
2019 04 27 02 40 318  3.2  3.6 99.00 99.00 99.00 999 9999.0   5.2 999.0 999.0 99.0 99.00
2019 04 27 03 00 328  3.5  4.8  0.35  2.67 99.00 999 1011.5   5.5   4.2 999.0 99.0 99.00
2019 04 27 04 00 298  3.3  4.2  0.31  2.84 99.00 999 1012.0   5.1   4.6 999.0 99.0 99.00
2019 04 27 05 00 295  4.0  5.0  0.31  2.81 99.00 999 1012.6   4.2   4.7 999.0 99.0 99.00
2019 04 27 06 00 309  4.7  5.4  0.28  2.53 99.00 999 1012.5   3.9   4.7 999.0 99.0 99.00
2019 04 27 07 00 338  6.6  8.8  0.33  2.44 99.00 999 1012.5   3.8   4.7 999.0 99.0 99.00
2019 04 27 11 00 328  9.2 11.4 99.00 99.00 99.00 999 1014.0   2.5   4.7 999.0 99.0 99.00
2019 04 27 12 00 350  8.0 10.5  0.87  3.52 99.00 999 1013.7   2.4   4.3 999.0 99.0 99.00
2019 04 27 13 00 352  5.2  6.5  0.70  3.33 99.00 999 1014.1   2.6   4.2 999.0 99.0 99.00
2019 04 27 14 00 999  4.8  5.7  0.58  3.32 99.00 999 1013.9   2.5   4.3 999.0 99.0 99.00
2019 04 27 15 00 307  6.6  7.7  0.49  3.03 99.00 999 1014.0   2.1   4.1 999.0 99.0 99.00
2019 04 27 16 00 318  6.9  7.9  0.52  2.80 99.00 999 1014.4   2.0   3.8 999.0 99.0 99.00
2019 04 27 17 00 328  5.8  6.6  0.50  2.83 99.00 999 1013.8   2.0   3.8 999.0 99.0 99.00
2019 04 27 18 00 321  5.9  6.8  0.50  2.83 99.00 999 1013.6   2.2   3.8 999.0 99.0 99.00
2019 04 27 19 00 321  6.0  7.1  0.48  2.73 99.00 999 1012.5   2.2   3.8 999.0 99.0 99.00
2019 04 27 20 00 310  5.9  7.0  0.49  2.82 99.00 999 1012.7   2.2   3.6 999.0 99.0 99.00
2019 04 27 21 00 334  6.8  7.8  0.51  2.81 99.00 999 1011.9   2.3   3.4 999.0 99.0 99.00
2019 04 27 22 00 335  6.0  7.2  0.56  2.98 99.00 999 1011.4   2.6   3.3 999.0 99.0 99.00
2019 04 27 23 00 316  5.2  5.9  0.48  2.93 99.00 999 1011.8   2.9   3.2 999.0 99.0 99.00
2019 04 28 00 00 308  5.6  6.7  0.45  2.72 99.00 999 1012.1   3.2   3.1 999.0 99.0 99.00
2019 04 28 01 00 345  3.9  7.6  0.47  2.97 99.00 999 1012.8   4.0   3.1 999.0 99.0 99.00
2019 04 28 02 00 286  1.9  2.7  0.36  2.92 99.00 999 1013.2   3.3   3.1 999.0 99.0 99.00
2019 04 28 03 00 309  1.7  2.3  0.35  3.15 99.00 999 1013.5   3.7   3.1 999.0 99.0 99.00
2019 04 28 04 00  21  4.1  5.6  0.31  2.89 99.00 999 1013.4   4.4   3.1 999.0 99.0 99.00
2019 04 28 05 00  22  6.1  7.6  0.27  2.42 99.00 999 1013.3   4.2   3.2 999.0 99.0 99.00
2019 04 28 06 00  26  4.8  6.2  0.31  2.50 99.00 999 1013.8   3.8   3.2 999.0 99.0 99.00
2019 04 28 11 00  38  5.9  7.0 99.00 99.00 99.00 999 1019.2   1.9   3.4 999.0 99.0 99.00
2019 04 28 12 00  51  6.1  7.4  0.35  2.61 99.00 999 1020.5   2.4   3.4 999.0 99.0 99.00
2019 04 28 13 00 999  5.1  6.4  0.29  2.61 99.00 999 1021.1   3.3   3.4 999.0 99.0 99.00
2019 04 28 14 00  36  4.0  5.4  0.27  2.61 99.00 999 1020.8   5.0   3.3 999.0 99.0 99.00
2019 04 28 15 00 279  5.6  6.4  0.23  2.59 99.00 999 1022.8   2.8   3.5 999.0 99.0 99.00
2019 04 28 16 00 274  3.7  4.9  0.30  2.36 99.00 999 1024.0   3.2   3.5 999.0 99.0 99.00
2019 04 28 17 00 298  3.5  6.1  0.41  2.56 99.00 999 1023.4   3.3   3.5 999.0 99.0 99.00
2019 04 28 18 00 289  4.2  5.3  0.37  2.46 99.00 999 1023.0   3.3   3.6 999.0 99.0 99.00
2019 04 28 19 00 258  4.2  4.8  0.32  2.35 99.00 999 1022.9   3.4   3.5 999.0 99.0 99.00
2019 04 28 20 00 269  4.2  4.9  0.37  2.51 99.00 999 1023.1   3.4   3.5 999.0 99.0 99.00
2019 04 28 21 00 263  4.0  4.6  0.39  2.56 99.00 999 1023.4   3.5   3.4 999.0 99.0 99.00
2019 04 28 22 00 277  4.3  5.1  0.36  2.59 99.00 999 1023.5   3.6   3.4 999.0 99.0 99.00
2019 04 28 23 00 300  4.2  4.9  0.32  2.53 99.00 999 1023.3   3.6   3.4 999.0 99.0 99.00
2019 04 29 00 00 310  4.1  4.7  0.28  2.39 99.00 999 1022.9   3.5   3.3 999.0 99.0 99.00
2019 04 29 01 00 331  3.4  3.9  0.25  2.35 99.00 999 1023.0   3.7   3.3 999.0 99.0 99.00
2019 04 29 02 00   6  2.2  2.5  0.20  2.47 99.00 999 1022.7   4.1   3.3 999.0 99.0 99.00
2019 04 29 03 00 104  0.9  1.3  0.18  2.44 99.00 999 1023.1   6.5   3.3 999.0 99.0 99.00
2019 04 29 04 00  70  2.8  3.2  0.15  2.43 99.00 999 1022.6   6.4   3.3 999.0 99.0 99.00
2019 04 29 05 00  89  2.7  2.9  0.12  2.40 99.00 999 1022.4   5.9   3.3 999.0 99.0 99.00
2019 04 29 06 00 123  5.5  6.8  0.16  2.01 99.00 999 1022.9   6.6   3.1 999.0 99.0 99.00
2019 04 29 07 00 148  4.7  6.2  0.16  2.10 99.00 999 1023.8   6.6   3.1 999.0 99.0 99.00
2019 04 29 08 00 139  6.3  7.5  0.22  2.08 99.00 999 1022.6   6.6   3.0 999.0 99.0 99.00
2019 04 29 09 00 128  6.4  8.7  0.29  2.29 99.00 999 1022.0   6.6   3.0 999.0 99.0 99.00
2019 04 29 12 00 113  6.8  8.1  0.36  2.48 99.00 999 1020.3   5.3   3.0 999.0 99.0 99.00
2019 04 29 13 00 107  7.5  9.2  0.38  2.60 99.00 999 1020.1   4.9   3.1 999.0 99.0 99.00
2019 04 29 14 00  98  6.2  8.0  0.41  2.61 99.00 999 1020.1   4.1   3.1 999.0 99.0 99.00
2019 04 29 15 00  83  6.8  9.6  0.39  2.72 99.00 999 1019.2   3.9   3.2 999.0 99.0 99.00
2019 04 29 16 00 105  5.7  7.5  0.38  2.50 99.00 999 1019.0   3.8   3.2 999.0 99.0 99.00
2019 04 29 17 00  96  8.4 10.1  0.36  2.55 99.00 999 1017.8   4.0   3.2 999.0 99.0 99.00
2019 04 29 18 00  91  7.6  9.2  0.41  2.52 99.00 999 1016.3   5.1   3.2 999.0 99.0 99.00
2019 04 29 19 00  92  7.0  9.2  0.41  2.45 99.00 999 1016.0   5.7   3.2 999.0 99.0 99.00
2019 04 29 20 00 104  6.7  8.5  0.33  2.42 99.00 999 1016.2   6.0   3.2 999.0 99.0 99.00
2019 04 29 21 00 101  7.3  8.5  0.34  2.41 99.00 999 1015.9   6.0   3.2 999.0 99.0 99.00
2019 04 29 22 00 108  5.7  7.3  0.31  2.38 99.00 999 1017.2   5.8   3.1 999.0 99.0 99.00
2019 04 29 23 00 101  4.0  5.0  0.27  2.71 99.00 999 1018.1   5.8   3.1 999.0 99.0 99.00
2019 04 30 00 00 113  4.5  5.4  0.36  3.24 99.00 999 1018.4   5.7   3.1 999.0 99.0 99.00
2019 04 30 01 00 109  4.0  4.8  0.36  3.25 99.00 999 1018.7   5.3   3.0 999.0 99.0 99.00
2019 04 30 02 00 131  2.8  3.2  0.29  3.11 99.00 999 1020.0   5.0   3.0 999.0 99.0 99.00
2019 04 30 03 00  92  1.1  1.5  0.26  3.18 99.00 999 1020.5   4.6   3.0 999.0 99.0 99.00
2019 04 30 11 40  24  1.5  1.7 99.00 99.00 99.00 999 9999.0   4.1 999.0 999.0 99.0 99.00
2019 04 30 12 00 353  1.2  1.8 99.00 99.00 99.00 999 9999.0   4.6   3.2 999.0 99.0 99.00
2019 05 17 15 20 999 99.0  5.8 99.00 99.00 99.00 999 9999.0   7.8   7.4 999.0 99.0 99.00
2019 05 17 15 40 323  5.2  5.8  0.56  3.17 99.00 999 1011.3   7.4   7.9 999.0 99.0 99.00
2019 05 17 16 00 323  5.7  7.1  0.60  3.32 99.00 999 1011.6   7.3   8.2 999.0 99.0 99.00
2019 05 17 16 20 307  6.1  7.4  0.64  3.27 99.00 999 1012.6   7.0   8.3 999.0 99.0 99.00
2019 05 17 16 40 308  6.7  7.8  0.72  3.28 99.00 999 1013.2   6.3   8.2 999.0 99.0 99.00
2019 05 17 17 00 328  7.2  8.3  0.73  3.24 99.00 999 1013.2   6.2   8.2 999.0 99.0 99.00
2019 05 17 17 20 332  8.0  9.6  0.75  3.22 99.00 999 1013.3   6.3   8.0 999.0 99.0 99.00
2019 05 17 17 40 340  8.6  9.8  0.85  3.24 99.00 999 1013.3   6.1   7.7 999.0 99.0 99.00
2019 05 17 18 00 342  8.1 11.3  0.87  3.36 99.00 999 1013.2   6.3   7.6 999.0 99.0 99.00
2019 05 17 18 20 341  8.0  9.4  0.93  3.53 99.00 999 1013.0   6.4   7.3 999.0 99.0 99.00
2019 05 17 18 40 342  9.2 10.8  0.93  3.49 99.00 999 1013.1   6.2   7.2 999.0 99.0 99.00
2019 05 17 19 00 334  8.0  9.5  1.01  3.63 99.00 999 1013.7   6.1   7.0 999.0 99.0 99.00
2019 05 17 19 20 337  8.4  9.6  0.97  3.82 99.00 999 1013.8   5.9   6.9 999.0 99.0 99.00
2019 05 17 19 40 339  7.5  8.8  0.95  3.59 99.00 999 1013.6   6.1   6.9 999.0 99.0 99.00
2019 05 17 20 00 351  7.3  8.7  0.86  3.55 99.00 999 1013.2   6.6   6.9 999.0 99.0 99.00
2019 05 17 20 20 356  7.1  8.3  0.87  3.60 99.00 999 1012.6   7.4   6.8 999.0 99.0 99.00
2019 05 17 20 40 348  6.4  7.4  0.84  3.53 99.00 999 1012.2   7.7   6.7 999.0 99.0 99.00
2019 05 17 21 00 350  4.9  5.8  0.73  3.49 99.00 999 1011.6   8.3   6.9 999.0 99.0 99.00
2019 05 17 21 20 341  4.7  5.4  0.64  3.28 99.00 999 1011.6   8.8   7.2 999.0 99.0 99.00
2019 05 17 21 40 999 99.0 99.0  0.68  3.56 99.00 999 1011.5 999.0   7.7 999.0 99.0 99.00
2019 05 17 22 00 999  5.5  6.2  0.66  3.46 99.00 999 1011.4   8.5   8.1 999.0 99.0 99.00
2019 05 17 22 20 999  4.3  5.0  0.57  3.39 99.00 999 1011.2   9.0   8.3 999.0 99.0 99.00
2019 05 17 22 40 309  4.4  5.0  0.60  3.37 99.00 999 1011.9   8.9   8.6 999.0 99.0 99.00
2019 05 17 23 00 317  5.7  6.9  0.55  3.28 99.00 999 1012.0   8.3   8.6 999.0 99.0 99.00
2019 05 17 23 20 336  5.4  6.3  0.56  3.29 99.00 999 1012.1   8.4   8.6 999.0 99.0 99.00
2019 05 17 23 40 354  6.1  7.1  0.48  3.02 99.00 999 1012.1   8.5   8.6 999.0 99.0 99.00
2019 05 18 00 00 352  5.5  6.1  0.51  3.12 99.00 999 1012.2   8.7   8.6 999.0 99.0 99.00
2019 05 18 00 20 351  5.2  6.1  0.49  3.04 99.00 999 1012.5   9.1   8.6 999.0 99.0 99.00
2019 05 18 00 40 350  4.0  4.6  0.50  2.96 99.00 999 1012.6   9.0   8.5 999.0 99.0 99.00
2019 05 18 01 00 340  5.0  6.2  0.46  3.08 99.00 999 1012.8   8.8   8.4 999.0 99.0 99.00
2019 05 18 01 20 328  4.3  4.9  0.44  2.99 99.00 999 1013.4   8.9   8.5 999.0 99.0 99.00
2019 05 18 01 40 341  4.5  5.4  0.43  3.00 99.00 999 1013.5   8.3   8.5 999.0 99.0 99.00
2019 05 18 02 00 352  4.3  4.9  0.45  3.09 99.00 999 1013.2   8.6   8.5 999.0 99.0 99.00
2019 05 18 02 20   0  3.2  3.7  0.40  2.87 99.00 999 1013.0   8.7   8.4 999.0 99.0 99.00
2019 05 18 02 40 341  2.0  2.4  0.38  3.08 99.00 999 1013.0   8.9   8.4 999.0 99.0 99.00
2019 05 18 03 00 358  2.2  2.6  0.37  3.14 99.00 999 1013.2  10.1   8.4 999.0 99.0 99.00
2019 05 18 03 20 298  1.7  1.9  0.34  3.00 99.00 999 1013.5   9.5   8.7 999.0 99.0 99.00
2019 05 18 03 40 289  0.8  1.0  0.33  3.00 99.00 999 1013.8   9.6   8.7 999.0 99.0 99.00
2019 05 18 04 00 152  3.3  4.2  0.32  3.11 99.00 999 1013.8   9.2   8.7 999.0 99.0 99.00
2019 05 18 04 20 192  4.6  5.7  0.29  3.04 99.00 999 1013.6   7.9   8.6 999.0 99.0 99.00
2019 05 18 04 40 171  3.0  3.6  0.31  2.99 99.00 999 1013.5   7.3   8.6 999.0 99.0 99.00
