#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2020 08 12 12 20 155  1.5  1.9  0.14  2.28 99.00 293 1020.1  21.9  22.9 999.0 99.0 99.00
2020 08 12 12 40 154  1.4  1.7 99.00 99.00 99.00 999 1020.2  22.1  22.9 999.0 99.0 99.00
2020 08 12 13 00 151  1.6  2.2  0.13  2.32 99.00 184 1020.1  21.8  22.9 999.0 99.0 99.00
2020 08 12 13 20 164  1.3  1.6  0.14  2.45 99.00 999 1020.3  22.0  23.0 999.0 99.0 99.00
2020 08 12 13 40 164  1.4  2.2  0.15  2.83 99.00 325 1020.2  21.8  23.0 999.0 99.0 99.00
2020 08 12 14 00 222  1.9  2.4  0.16  2.28 99.00  31 1020.3  22.7  23.0 999.0 99.0 99.00
2020 08 12 14 20 220  1.4  1.9  0.15  2.34 99.00 172 1020.1  22.8  23.0 999.0 99.0 99.00
2020 08 12 14 40 224  1.5  2.1  0.14  2.23 99.00 256 1020.2  22.7  23.1 999.0 99.0 99.00
2020 08 12 15 00 212  1.2  1.7  0.14  2.32 99.00 125 1020.1  22.7  23.1 999.0 99.0 99.00
2020 08 12 15 20 205  1.9  2.5  0.14  2.27 99.00 232 1020.0  22.7  23.1 999.0 99.0 99.00
2020 08 12 15 40 200  2.2  2.9  0.13  2.36 99.00  49 1020.0  22.7  23.2 999.0 99.0 99.00
2020 08 12 16 00 209  2.5  3.0  0.15  2.45 99.00 263 1020.1  22.7  23.2 999.0 99.0 99.00
2020 08 12 16 20 201  2.0  2.6  0.16  2.31 99.00 226 1020.1  22.8  23.2 999.0 99.0 99.00
2020 08 12 16 40 209  2.2  2.8  0.16  2.42 99.00 265 1020.1  22.7  23.4 999.0 99.0 99.00
2020 08 12 17 00 211  2.4  3.1  0.14  2.33 99.00 218 1020.2  22.7  23.4 999.0 99.0 99.00
2020 08 12 17 20 204  2.2  2.7  0.16  2.32 99.00  16 1020.1  22.7  23.5 999.0 99.0 99.00
2020 08 12 17 40 233  2.9  3.5  0.15  2.27 99.00 172 1020.4  22.9  23.6 999.0 99.0 99.00
2020 08 12 18 00 258  3.7  4.4  0.15  2.31 99.00 294 1020.6  22.8  23.6 999.0 99.0 99.00
2020 08 12 18 20 254  3.4  4.0  0.15  2.20 99.00 999 1020.3  22.9  23.6 999.0 99.0 99.00
2020 08 12 18 40 262  3.6  4.2  0.13  2.13 99.00  49 1020.4  23.2  23.7 999.0 99.0 99.00
2020 08 12 19 00 272  3.8  4.4  0.13  2.09 99.00 165 1020.3  23.2  23.7 999.0 99.0 99.00
2020 08 12 19 20 272  3.6  4.2  0.14  2.03 99.00 999 1020.2  23.4  23.8 999.0 99.0 99.00
2020 08 12 19 40 278  4.1  4.7  0.15 99.00 99.00 244 1020.2  23.4  23.7 999.0 99.0 99.00
2020 08 12 20 00 283  3.2  3.6  0.15  2.07 99.00 307 1020.0  23.5  23.7 999.0 99.0 99.00
2020 08 12 20 20 273  2.6  3.2  0.15  2.26 99.00 125 1019.8  23.6  23.9 999.0 99.0 99.00
2020 08 12 20 40 301  2.6  3.2  0.16  2.12 99.00 311 1019.6  23.6  23.8 999.0 99.0 99.00
2020 08 12 21 00 305  2.8  3.2  0.14  2.08 99.00 213 1019.5  23.7  23.8 999.0 99.0 99.00
2020 08 12 21 20 311  3.5  4.0  0.12  2.01 99.00  62 1019.5  23.6  23.9 999.0 99.0 99.00
2020 08 12 21 40 313  4.3  5.2  0.13 99.00 99.00 999 1019.5  23.7  23.9 999.0 99.0 99.00
2020 08 12 22 00 320  4.6  5.5  0.14 99.00 99.00  53 1019.5  23.7  23.9 999.0 99.0 99.00
2020 08 12 22 20 336  4.4  4.9  0.15 99.00 99.00 160 1019.1  23.6  23.8 999.0 99.0 99.00
2020 08 12 22 40 336  4.8  5.5  0.15 99.00 99.00  25 1019.0  23.7  23.7 999.0 99.0 99.00
2020 08 12 23 00 339  4.5  5.4  0.18 99.00 99.00 111 1019.1  23.7  23.7 999.0 99.0 99.00
2020 08 12 23 20 338  4.2  4.9  0.17 99.00 99.00 264 1018.8  23.8  23.7 999.0 99.0 99.00
2020 08 12 23 40 337  4.2  4.6  0.19  2.16 99.00 999 1018.8  23.8  23.7 999.0 99.0 99.00
2020 08 13 00 00 332  4.5  5.0  0.17 99.00 99.00 282 1018.7  23.7  23.7 999.0 99.0 99.00
2020 08 13 00 20 333  4.5  5.0 99.00 99.00 99.00 999 1018.8  23.6  23.6 999.0 99.0 99.00
2020 08 13 00 40 332  4.5  5.0  0.16 99.00 99.00 215 1018.9  23.4  23.6 999.0 99.0 99.00
2020 08 13 01 00 341  3.7  4.3  0.17 99.00 99.00 306 1018.8  23.2  23.5 999.0 99.0 99.00
2020 08 13 01 20 341  2.9  3.3  0.16  2.06 99.00 277 1018.7  23.1  23.5 999.0 99.0 99.00
2020 08 13 01 40 335  2.9  3.4  0.14 99.00 99.00 286 1018.9  23.1  23.5 999.0 99.0 99.00
2020 08 13 02 00 338  3.5  4.2  0.14  2.10 99.00 104 1019.2  23.1  23.5 999.0 99.0 99.00
2020 08 13 02 20   5  2.9  3.5  0.12  2.04 99.00 198 1019.3  22.7  23.4 999.0 99.0 99.00
2020 08 13 02 40   2  2.7  3.3  0.12  2.02 99.00  53 1019.4  22.7  23.3 999.0 99.0 99.00
2020 08 13 03 00  23  2.1  2.5  0.10 99.00 99.00  37 1019.4  22.9  23.3 999.0 99.0 99.00
2020 08 13 03 20  36  1.8  2.3  0.09  2.07 99.00 237 1019.6  22.5  23.3 999.0 99.0 99.00
2020 08 13 03 40  20  1.6  2.0  0.08 99.00 99.00 273 1019.5  22.3  23.3 999.0 99.0 99.00
2020 08 13 04 00   4  1.2  1.7  0.07  2.03 99.00 323 1019.8  22.3  23.2 999.0 99.0 99.00
2020 08 13 04 20 357  2.0  2.2  0.07  2.11 99.00 283 1020.0  22.2  23.2 999.0 99.0 99.00
2020 08 13 04 40  18  2.5  2.8  0.06  2.14 99.00 209 1019.8  22.3  23.2 999.0 99.0 99.00
2020 08 13 05 00  13  2.5  3.2  0.06  2.08 99.00 228 1019.7  22.4  23.2 999.0 99.0 99.00
2020 08 13 05 20  55  3.1  3.6  0.07 99.00 99.00 128 1019.6  22.4  23.2 999.0 99.0 99.00
2020 08 13 05 40  39  1.7  2.3  0.06 99.00 99.00  53 1019.7  22.4  23.2 999.0 99.0 99.00
2020 08 13 06 00  31  1.6  2.3  0.05  2.13 99.00 192 1019.6  22.3  23.2 999.0 99.0 99.00
2020 08 13 06 20  29  1.3  1.8  0.05  2.31 99.00 135 1019.6  22.1  23.2 999.0 99.0 99.00
2020 08 13 06 40   2  2.1  2.8  0.05  2.10 99.00  21 1019.8  22.1  23.2 999.0 99.0 99.00
2020 08 13 07 00  44  2.3  3.3  0.05  2.22 99.00   6 1019.7  21.9  23.2 999.0 99.0 99.00
2020 08 13 07 20 351  0.9  1.4  0.05  2.17 99.00 189 1019.7  21.7  23.2 999.0 99.0 99.00
2020 08 13 07 40  31  1.9  2.9  0.05  2.08 99.00  92 1019.7  21.6  23.2 999.0 99.0 99.00
2020 08 13 08 00 103  1.0  1.9  0.04  2.19 99.00 244 1019.7  21.7  23.1 999.0 99.0 99.00
2020 08 13 08 20  69  3.1  3.4  0.04  2.20 99.00 295 1019.6  21.3  23.1 999.0 99.0 99.00
2020 08 13 08 40  69  1.6  2.4  0.04  2.27 99.00 183 1019.7  21.1  23.1 999.0 99.0 99.00
2020 08 13 09 00  63  2.8  3.2  0.04  2.24 99.00 232 1019.7  21.1  23.1 999.0 99.0 99.00
2020 08 13 09 20  63  3.0  3.4  0.04  2.15 99.00 234 1019.5  20.8  23.1 999.0 99.0 99.00
2020 08 13 09 40  63  3.0  3.6  0.04  2.11 99.00 118 1019.5  20.8  23.1 999.0 99.0 99.00
2020 08 13 10 00  71  2.4  2.8  0.05  2.12 99.00 103 1019.8  20.6  23.0 999.0 99.0 99.00
2020 08 13 10 20  65  2.6  3.7  0.06 99.00 99.00  65 1019.8  20.8  23.0 999.0 99.0 99.00
2020 08 13 10 40  62  4.3  4.9  0.10 99.00 99.00 257 1019.8  20.7  23.0 999.0 99.0 99.00
2020 08 13 11 00  65  4.3  4.9  0.12 99.00 99.00 265 1020.1  20.4  23.0 999.0 99.0 99.00
2020 08 13 11 20  89  3.8  4.4  0.12 99.00 99.00 320 1020.3  20.3  23.0 999.0 99.0 99.00
2020 08 13 11 40 110  2.4  3.1  0.11 99.00 99.00 176 1020.6  20.4  23.0 999.0 99.0 99.00
2020 08 13 12 00 125  2.6  3.9  0.09 99.00 99.00 199 1020.6  20.7  23.0 999.0 99.0 99.00
2020 08 13 12 20 146  2.4  3.4  0.09 99.00 99.00 299 1020.6  20.6  23.0 999.0 99.0 99.00
2020 08 13 12 40 147  2.9  3.5  0.10 99.00 99.00 206 1020.6  21.0  23.0 999.0 99.0 99.00
2020 08 13 13 00 133  3.3  3.7  0.08 99.00 99.00 150 1020.5  20.7  23.0 999.0 99.0 99.00
2020 08 13 13 20 112  1.7  2.2  0.09 99.00 99.00 269 1020.7  21.3  23.0 999.0 99.0 99.00
2020 08 13 13 40 117  2.4  2.7  0.11  2.86 99.00 319 1020.8  21.7  23.0 999.0 99.0 99.00
2020 08 13 14 00 177  0.7  1.4  0.10  2.20 99.00 113 1020.9  23.1  23.0 999.0 99.0 99.00
2020 08 13 14 20 185  1.7  1.9  0.07 99.00 99.00 186 1020.9  22.4  23.0 999.0 99.0 99.00
2020 08 13 14 40 183  1.2  1.6  0.06  2.08 99.00 105 1020.9  22.5  23.0 999.0 99.0 99.00
2020 08 13 15 00 202  0.6  0.9  0.07  2.02 99.00 999 1020.8  23.2  23.0 999.0 99.0 99.00
2020 08 13 15 20 206  0.5  1.1  0.09 99.00 99.00 255 1020.8  23.6  23.1 999.0 99.0 99.00
2020 08 13 15 40 223  0.6  1.0  0.07 99.00 99.00 120 1020.8  23.7  23.1 999.0 99.0 99.00
2020 08 13 16 00 271  1.2  1.5  0.11  2.04 99.00 208 1020.9  23.8  23.1 999.0 99.0 99.00
2020 08 13 16 20 285  1.8  2.0  0.09  2.04 99.00  43 1020.9  23.7  23.1 999.0 99.0 99.00
2020 08 13 16 40 286  1.9  2.3  0.10  2.34 99.00 314 1020.8  23.7  23.1 999.0 99.0 99.00
2020 08 13 17 00 284  2.0  2.5  0.12  2.35 99.00 313 1020.6  23.9  23.2 999.0 99.0 99.00
2020 08 13 17 20 262  2.8  3.3  0.08  2.32 99.00 121 1020.4  23.8  23.2 999.0 99.0 99.00
2020 08 13 17 40 268  2.9  3.4  0.11  2.19 99.00 137 1020.2  23.9  23.2 999.0 99.0 99.00
2020 08 13 18 00 257  3.3  3.6  0.08 99.00 99.00   9 1020.0  24.0  23.6 999.0 99.0 99.00
2020 08 13 18 20 254  3.4  3.9  0.11  2.05 99.00  96 1019.6  23.9  23.7 999.0 99.0 99.00
2020 08 13 18 40 256  3.3  3.9  0.09 99.00 99.00  23 1019.3  23.9  23.8 999.0 99.0 99.00
2020 08 13 19 00 265  3.2  3.8  0.11 99.00 99.00 261 1019.1  23.8  23.8 999.0 99.0 99.00
2020 08 13 19 20 264  3.1  3.6  0.09 99.00 99.00 999 1019.0  23.9  23.8 999.0 99.0 99.00
2020 08 13 19 40 270  3.0  3.4  0.14  2.40 99.00  59 1018.9  24.0  23.8 999.0 99.0 99.00
2020 08 13 20 00 311  3.5  3.9  0.12  2.11 99.00 287 1018.7  23.9  23.8 999.0 99.0 99.00
2020 08 13 20 20 306  4.0  4.5  0.14  2.50 99.00 323 1018.8  23.8  24.1 999.0 99.0 99.00
2020 08 13 20 40 301  3.9  4.6  0.14  2.27 99.00  14 1018.8  23.8  24.1 999.0 99.0 99.00
2020 08 13 21 00 314  4.4  5.3  0.13 99.00 99.00 999 1018.7  23.8  24.1 999.0 99.0 99.00
2020 08 13 21 20 318  5.0  5.8  0.13 99.00 99.00 999 1018.7  23.9  24.1 999.0 99.0 99.00
2020 08 13 21 40 327  4.7  5.6  0.17 99.00 99.00 319 1018.7  24.0  24.0 999.0 99.0 99.00
2020 08 13 22 00 329  5.7  6.7  0.18 99.00 99.00  48 1018.7  23.9  23.8 999.0 99.0 99.00
2020 08 13 22 20 335  5.8  6.6  0.20 99.00 99.00  73 1018.6  23.8  23.8 999.0 99.0 99.00
2020 08 13 22 40 336  5.1  5.9  0.20 99.00 99.00 200 1018.6  24.0  23.7 999.0 99.0 99.00
2020 08 13 23 00 336  5.1  6.0  0.21 99.00 99.00 248 1018.6  24.0  23.7 999.0 99.0 99.00
2020 08 13 23 20 338  5.3  6.4  0.23 99.00 99.00 181 1018.4  23.9  23.7 999.0 99.0 99.00
2020 08 13 23 40 343  4.8  5.7  0.23 99.00 99.00 258 1018.4  23.9  23.7 999.0 99.0 99.00
2020 08 14 00 00 344  4.5  5.3  0.22  2.01 99.00 125 1018.3  23.9  23.7 999.0 99.0 99.00
2020 08 14 00 20 333  3.9  4.8  0.22  2.06 99.00 236 1018.3  24.1  23.6 999.0 99.0 99.00
2020 08 14 00 40 331  3.5  4.1  0.20  2.09 99.00 302 1018.4  24.2  23.6 999.0 99.0 99.00
2020 08 14 01 00 337  3.6  4.4  0.18  2.03 99.00 221 1018.4  24.0  23.6 999.0 99.0 99.00
2020 08 14 01 20 333  3.0  3.5  0.17  2.05 99.00 298 1018.5  23.8  23.6 999.0 99.0 99.00
2020 08 14 01 40 342  2.7  3.0  0.16  2.16 99.00 254 1018.6  23.6  23.5 999.0 99.0 99.00
2020 08 14 02 00   4  2.3  2.8  0.16  2.16 99.00 305 1018.7  23.9  23.5 999.0 99.0 99.00
2020 08 14 02 20   1  1.7  2.1  0.16  2.26 99.00 170 1018.8  23.8  23.4 999.0 99.0 99.00
2020 08 14 02 40 342  1.5  1.8  0.15  2.22 99.00 148 1018.8  23.6  23.4 999.0 99.0 99.00
2020 08 14 03 00 315  0.9  1.1  0.15  2.28 99.00 225 1018.9  23.5  23.4 999.0 99.0 99.00
2020 08 14 03 20 320  2.2  2.6  0.14  2.34 99.00  16 1018.9  23.7  23.3 999.0 99.0 99.00
2020 08 14 03 40   6  2.0  2.5  0.12  2.39 99.00 266 1018.8  23.6  23.4 999.0 99.0 99.00
2020 08 14 04 00  24  1.3  1.6  0.12  2.51 99.00 204 1018.5  23.4  23.4 999.0 99.0 99.00
2020 08 14 04 20 329  1.4  2.2  0.12  2.24 99.00  57 1018.5  23.3  23.3 999.0 99.0 99.00
2020 08 14 04 40   5  1.6  1.9  0.10  2.43 99.00 213 1018.4  23.3  23.3 999.0 99.0 99.00
2020 08 14 05 00 352  2.6  3.1  0.10  2.36 99.00 265 1018.4  23.1  23.3 999.0 99.0 99.00
2020 08 14 05 20  10  1.9  2.7  0.10  2.35 99.00 282 1018.3  23.1  23.4 999.0 99.0 99.00
2020 08 14 05 40  41  1.9  3.5  0.09  2.33 99.00 292 1018.3  22.9  23.3 999.0 99.0 99.00
2020 08 14 06 00  43  3.2  3.7  0.09  2.40 99.00 237 1018.4  22.7  23.3 999.0 99.0 99.00
2020 08 14 06 20  55  2.4  3.9  0.09  2.41 99.00 170 1018.3  22.5  23.3 999.0 99.0 99.00
2020 08 14 06 40  68  4.1  4.8  0.12 99.00 99.00 195 1018.2  22.3  23.2 999.0 99.0 99.00
2020 08 14 07 00  83  4.0  4.6  0.12 99.00 99.00  71 1018.0  22.4  23.2 999.0 99.0 99.00
2020 08 14 07 20  92  4.8  6.0  0.11 99.00 99.00  88 1018.0  22.3  23.2 999.0 99.0 99.00
2020 08 14 07 40  92  5.2  6.1  0.14 99.00 99.00 175 1017.7  22.4  23.1 999.0 99.0 99.00
2020 08 14 08 00  87  5.1  5.7  0.15 99.00 99.00 245 1017.7  22.1  23.1 999.0 99.0 99.00
2020 08 14 08 20  89  5.1  6.1  0.14 99.00 99.00 107 1017.6  22.1  23.1 999.0 99.0 99.00
2020 08 14 08 40  84  5.3  6.1  0.15 99.00 99.00 238 1017.5  21.9  23.1 999.0 99.0 99.00
2020 08 14 09 00  74  4.6  5.4  0.15 99.00 99.00  98 1017.6  21.9  23.0 999.0 99.0 99.00
2020 08 14 09 20  72  4.7  5.7  0.14 99.00 99.00 325 1017.5  21.4  23.0 999.0 99.0 99.00
2020 08 14 09 40  70  5.0  5.7  0.16 99.00 99.00 307 1017.5  21.0  23.0 999.0 99.0 99.00
2020 08 14 10 00  73  5.5  6.8  0.15 99.00 99.00 194 1017.6  20.9  22.9 999.0 99.0 99.00
2020 08 14 10 20  77  5.4  6.6  0.17 99.00 99.00 999 1017.7  20.7  22.9 999.0 99.0 99.00
2020 08 14 10 40  77  5.4  6.5  0.18 99.00 99.00 160 1017.9  20.6  22.9 999.0 99.0 99.00
2020 08 14 11 00  62  5.3  6.3  0.19 99.00 99.00 999 1018.0  20.4  22.9 999.0 99.0 99.00
2020 08 14 11 20  59  5.1  6.0  0.17 99.00 99.00 999 1018.2  20.4  22.9 999.0 99.0 99.00
2020 08 14 11 40  65  5.3  6.1  0.18 99.00 99.00 149 1018.1  20.4  22.9 999.0 99.0 99.00
2020 08 14 12 00  70  5.4  6.5  0.17 99.00 99.00  18 1018.1  20.6  22.9 999.0 99.0 99.00
2020 08 14 12 20  66  5.2  6.1  0.15 99.00 99.00 194 1018.2  20.9  22.9 999.0 99.0 99.00
2020 08 14 12 40  69  4.9  5.8  0.15 99.00 99.00  70 1018.1  21.5  22.9 999.0 99.0 99.00
2020 08 14 13 00  75  4.4  5.0  0.14 99.00 99.00 211 1018.1  22.1  22.9 999.0 99.0 99.00
2020 08 14 13 20  80  4.0  4.7  0.12 99.00 99.00 251 1018.0  22.7  22.9 999.0 99.0 99.00
2020 08 14 13 40  87  4.1  4.7  0.15  2.24 99.00 304 1018.0  23.0  23.0 999.0 99.0 99.00
2020 08 14 14 00  89  2.8  3.4  0.14  2.14 99.00  18 1017.9  23.5  23.0 999.0 99.0 99.00
2020 08 14 14 20  99  2.0  2.5  0.11  2.10 99.00 266 1017.9  23.9  23.0 999.0 99.0 99.00
2020 08 14 14 40  95  1.2  1.4  0.08 99.00 99.00   5 1017.9  24.6  23.0 999.0 99.0 99.00
2020 08 14 15 00  95  0.6  0.7  0.10  2.20 99.00 226 1017.8  26.0  23.1 999.0 99.0 99.00
2020 08 14 15 20 126  0.2  0.5  0.10  2.07 99.00  96 1017.8  28.2  23.1 999.0 99.0 99.00
2020 08 14 15 40  93  1.8  2.8  0.10  2.11 99.00  28 1017.8  26.1  23.1 999.0 99.0 99.00
2020 08 14 16 00 108  2.5  3.5  0.11  2.33 99.00  57 1017.5  25.7  23.2 999.0 99.0 99.00
2020 08 14 16 20 118  2.7  3.3  0.10  2.16 99.00 323 1017.5  25.9  23.2 999.0 99.0 99.00
2020 08 14 16 40 338  0.3  1.3  0.10  2.16 99.00  61 1017.6  26.4  23.2 999.0 99.0 99.00
2020 08 14 17 00 318  0.9  2.0  0.08  2.03 99.00  80 1017.6  26.8  23.2 999.0 99.0 99.00
2020 08 14 17 20 318  1.8  2.7  0.08  2.02 99.00  68 1017.4  26.2  23.2 999.0 99.0 99.00
2020 08 14 17 40 300  2.3  2.9  0.09  2.11 99.00  69 1017.2  25.6  23.2 999.0 99.0 99.00
2020 08 14 18 00 290  3.7  4.3  0.12  2.23 99.00 999 1017.1  24.9  23.3 999.0 99.0 99.00
2020 08 14 18 20 316  4.5  5.5  0.11 99.00 99.00 208 1016.9  24.6  23.3 999.0 99.0 99.00
2020 08 14 18 40 325  4.3  4.9 99.00 99.00 99.00 999 1016.9  24.8  23.7 999.0 99.0 99.00
2020 08 14 19 00 324  4.0  5.1  0.14 99.00 99.00  80 1016.8  24.7  23.8 999.0 99.0 99.00
2020 08 14 19 20 333  5.4  6.8  0.18  2.00 99.00  75 1016.7  24.3  23.8 999.0 99.0 99.00
2020 08 14 19 40 338  6.5  7.9  0.22 99.00 99.00 143 1016.4  24.1  23.8 999.0 99.0 99.00
2020 08 14 20 00 340  5.9  7.0  0.26  2.03 99.00  54 1016.2  24.4  23.8 999.0 99.0 99.00
2020 08 14 20 20 349  6.3  7.5  0.32  2.32 99.00 322 1016.0  24.4  23.8 999.0 99.0 99.00
2020 08 14 20 40 351  6.3  7.4  0.30  2.16 99.00 999 1015.8  24.0  23.8 999.0 99.0 99.00
2020 08 14 21 00 343  5.3  6.1  0.32  2.31 99.00 254 1015.6  24.1  23.7 999.0 99.0 99.00
2020 08 14 21 20 348  6.1  7.3  0.30  2.20 99.00 101 1015.5  24.1  23.8 999.0 99.0 99.00
2020 08 14 21 40 355  5.8  7.0  0.31  2.30 99.00 137 1015.1  24.1  23.8 999.0 99.0 99.00
2020 08 14 22 00 349  5.4  6.4  0.28  2.23 99.00 182 1014.8  24.1  23.8 999.0 99.0 99.00
2020 08 14 22 20 345  6.0  7.2  0.29  2.24 99.00  42 1014.8  24.2  23.7 999.0 99.0 99.00
2020 08 14 22 40 353  5.6  6.2  0.30  2.25 99.00  36 1014.9  24.4  23.7 999.0 99.0 99.00
2020 08 14 23 00 358  5.1  6.4  0.30  2.28 99.00  69 1014.8  24.4  23.7 999.0 99.0 99.00
2020 08 14 23 20 348  5.1  5.9  0.26  2.21 99.00 318 1014.9  24.3  23.6 999.0 99.0 99.00
2020 08 14 23 40 354  5.1  6.0  0.25  2.19 99.00 266 1015.1  24.4  23.6 999.0 99.0 99.00
2020 08 15 00 00 348  5.4  6.6  0.25  2.19 99.00 225 1015.1  24.3  23.6 999.0 99.0 99.00
2020 08 15 00 20 351  4.7  6.0  0.26  2.16 99.00 113 1015.1  24.2  23.5 999.0 99.0 99.00
2020 08 15 00 40 353  4.9  5.8  0.23  2.14 99.00 119 1014.9  24.2  23.5 999.0 99.0 99.00
2020 08 15 01 00 351  4.5  5.1  0.25  2.14 99.00 299 1014.7  23.9  23.4 999.0 99.0 99.00
2020 08 15 01 20 356  3.6  4.3  0.24  2.23 99.00 123 1014.6  23.7  23.4 999.0 99.0 99.00
2020 08 15 01 40  15  2.3  2.8  0.24  2.30 99.00 182 1014.5  23.5  23.4 999.0 99.0 99.00
2020 08 15 02 00  54  1.5  1.7  0.23  2.23 99.00   3 1014.5  23.8  23.4 999.0 99.0 99.00
2020 08 15 02 20 125  1.9  2.4  0.21  2.34 99.00 197 1014.7  24.4  23.3 999.0 99.0 99.00
2020 08 15 02 40 116 99.0 99.0  0.21  2.75 99.00 327 1014.6 999.0  23.3 999.0 99.0 99.00
2020 08 15 03 00 120  3.2  3.6  0.18  2.46 99.00 269 1014.5  24.2  23.3 999.0 99.0 99.00
2020 08 15 03 20 128  2.2  2.6  0.16  2.50 99.00  57 1014.5  24.0  23.3 999.0 99.0 99.00
2020 08 15 03 40 114  1.6  2.0  0.14  2.49 99.00 313 1014.6  23.7  23.3 999.0 99.0 99.00
2020 08 15 04 00 116  3.1  3.6  0.12  2.40 99.00  57 1014.7  23.8  23.3 999.0 99.0 99.00
2020 08 15 04 20 138  3.9  4.5  0.11  2.27 99.00 273 1014.7  23.8  23.3 999.0 99.0 99.00
2020 08 15 04 40 141  3.0  3.4  0.11  2.13 99.00 239 1014.9  23.7  23.2 999.0 99.0 99.00
2020 08 15 05 00 157  2.9  3.6  0.10  2.07 99.00  41 1015.0  23.6  23.2 999.0 99.0 99.00
2020 08 15 05 20 163  2.9  3.6  0.11  2.01 99.00  31 1015.3  23.6  23.2 999.0 99.0 99.00
2020 08 15 05 40 155  3.7  4.4  0.12  2.02 99.00 232 1015.4  23.5  23.2 999.0 99.0 99.00
2020 08 15 06 00 149  4.2  5.0  0.15 99.00 99.00 999 1015.4  23.3  23.2 999.0 99.0 99.00
2020 08 15 06 20 146  4.3  5.2  0.19  2.11 99.00   9 1015.3  23.2  23.2 999.0 99.0 99.00
2020 08 15 06 40 150  4.6  5.3  0.19  2.06 99.00 103 1015.2  23.1  23.2 999.0 99.0 99.00
2020 08 15 07 00 145  5.9  6.7  0.21  2.16 99.00  36 1014.7  23.1  23.2 999.0 99.0 99.00
2020 08 15 07 20 138  4.5  5.6  0.23  2.07 99.00 216 1014.7  23.0  23.2 999.0 99.0 99.00
2020 08 15 07 40 135  2.9  3.8  0.22  2.22 99.00 276 1014.8  22.1  23.2 999.0 99.0 99.00
2020 08 15 08 00 127  3.5  4.6  0.22  2.24 99.00 999 1014.7  22.3  23.2 999.0 99.0 99.00
2020 08 15 08 20 132  3.4  4.2  0.20  2.21 99.00  34 1014.7  22.2  23.2 999.0 99.0 99.00
2020 08 15 08 40 122  2.7  3.6  0.19  2.13 99.00  81 1014.5  22.0  23.2 999.0 99.0 99.00
2020 08 15 09 00 184  0.9  1.9  0.19  2.23 99.00 205 1015.1  21.7  23.1 999.0 99.0 99.00
2020 08 15 09 20 120  2.5  3.4  0.19  2.24 99.00  86 1014.9  21.9  23.2 999.0 99.0 99.00
2020 08 15 09 40 136  1.7  2.1  0.15  2.19 99.00 297 1014.6  21.7  23.2 999.0 99.0 99.00
2020 08 15 10 00 135  1.3  2.0  0.15  2.19 99.00  41 1014.7  21.7  23.1 999.0 99.0 99.00
2020 08 15 10 20 112  1.0  1.5  0.16  2.22 99.00 147 1014.6  21.5  23.2 999.0 99.0 99.00
2020 08 15 10 40 125  2.5  3.1  0.15  2.15 99.00 202 1014.4  21.6  23.2 999.0 99.0 99.00
2020 08 15 11 00 130  3.5  4.9  0.15  2.19 99.00 298 1014.3  21.7  23.2 999.0 99.0 99.00
2020 08 15 11 20 134  4.4  5.5  0.15  2.16 99.00 999 1014.1  21.8  23.2 999.0 99.0 99.00
2020 08 15 11 40 129  3.6  4.1  0.17  2.12 99.00 127 1013.9  21.4  23.2 999.0 99.0 99.00
2020 08 15 12 00 121  3.5  4.8  0.17  2.20 99.00 237 1013.8  21.5  23.2 999.0 99.0 99.00
2020 08 15 12 20 122  5.8  6.7  0.18  2.18 99.00 999 1013.3  21.2  23.2 999.0 99.0 99.00
2020 08 15 12 40 133  5.9  6.8  0.22  2.15 99.00 173 1013.1  21.6  23.3 999.0 99.0 99.00
2020 08 15 13 00 131  4.5  5.3  0.23  2.21 99.00 212 1013.5  21.9  23.3 999.0 99.0 99.00
2020 08 15 13 20 144  6.5  7.6  0.22  2.15 99.00 257 1013.1  22.2  23.3 999.0 99.0 99.00
2020 08 15 13 40 146  5.0  5.8  0.28  2.32 99.00 248 1013.6  22.6  23.3 999.0 99.0 99.00
2020 08 15 14 00 187  3.6  4.5  0.29  2.47 99.00 225 1014.2  22.6  23.3 999.0 99.0 99.00
2020 08 15 14 20 230  3.9  4.6  0.27  2.47 99.00 999 1014.6  22.4  23.3 999.0 99.0 99.00
2020 08 15 14 40 215  3.6  4.2  0.27  2.42 99.00 233 1014.4  22.4  23.3 999.0 99.0 99.00
2020 08 15 15 00 228  3.4  4.0  0.27  2.47 99.00 324 1014.5  22.4  23.3 999.0 99.0 99.00
2020 08 15 15 20 234  2.7  3.4  0.28  2.48 99.00 201 1014.6  22.6  23.4 999.0 99.0 99.00
2020 08 15 15 40 249  2.3  2.9  0.26  2.59 99.00 999 1014.8  22.7  23.4 999.0 99.0 99.00
2020 08 15 16 00 255  2.5  3.2  0.29  2.59 99.00 109 1014.9  22.7  23.4 999.0 99.0 99.00
2020 08 15 16 20 258  1.8  2.4  0.28  2.52 99.00 182 1014.9  22.8  23.5 999.0 99.0 99.00
2020 08 15 16 40 262  1.3  1.9  0.27  2.49 99.00 173 1014.8  23.0  23.5 999.0 99.0 99.00
2020 08 15 17 00 274  2.0  2.8  0.25  2.56 99.00 182 1015.0  22.9  23.5 999.0 99.0 99.00
