#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2020 06 16 08 40 203  1.3  2.2  0.28  3.19 99.00  39 9999.0  15.9  15.6  13.0 99.0 99.00
2020 06 16 09 10 218  3.1  4.2  0.29  3.41 99.00  32 9999.0  16.5  15.6  13.1 99.0 99.00
2020 06 16 09 30 208  2.1  3.0  0.30  3.33 99.00 999 9999.0  16.4  15.6  13.2 99.0 99.00
2020 06 16 12 00 237  3.0  3.9  0.29  3.34 99.00  60 9999.0  17.0  15.7  14.1 99.0 99.00
2020 06 16 12 30 237  2.6  3.1  0.28  3.01 99.00  37 9999.0  17.4  15.7  14.4 99.0 99.00
2020 06 16 13 00 243  2.4  3.0  0.24  3.18 99.00  17 9999.0  17.7  15.8  14.7 99.0 99.00
2020 06 16 15 20  89  2.3  2.8  0.20  3.23 99.00  26 9999.0  17.7  16.6  16.3 99.0 99.00
2020 06 16 16 00 101  2.4  2.9  0.19  3.05 99.00 999 9999.0  17.6  16.8  15.9 99.0 99.00
2020 06 16 17 00  97  2.2  3.0  0.19  3.04 99.00 336 9999.0  18.0  17.0  16.1 99.0 99.00
2020 06 16 17 20 102  3.3  3.8  0.17  3.08 99.00 999 9999.0  18.3  17.0  16.1 99.0 99.00
2020 06 16 18 40  87  3.2  3.8  0.20  2.90 99.00   6 9999.0  18.4  17.1  16.5 99.0 99.00
2020 06 16 19 10 102  4.0  4.9  0.20  3.00 99.00  32 9999.0  18.1  17.1  16.6 99.0 99.00
2020 06 16 22 00 149  3.4  4.1  0.27 99.00 99.00  37 9999.0  17.9  17.3  16.4 99.0 99.00
2020 06 16 22 40 144  2.8  3.9  0.27  2.25 99.00 999 9999.0  18.0  17.3  16.2 99.0 99.00
2020 06 16 22 50 154  2.7  3.3  0.28  2.26 99.00  26 9999.0  18.0  17.3  16.3 99.0 99.00
2020 06 17 02 30 163  2.5  3.2  0.27  2.54 99.00  40 9999.0  17.8  17.0  14.7 99.0 99.00
2020 06 17 04 30 149  1.8  2.3  0.26  2.74 99.00  53 9999.0  17.3  16.9  15.6 99.0 99.00
2020 06 17 04 40 147  1.7  2.1  0.25  2.64 99.00  41 9999.0  17.4  16.9  15.6 99.0 99.00
2020 06 17 04 50 150  1.6  2.0  0.24  2.64 99.00  54 9999.0  17.3  16.8  15.8 99.0 99.00
2020 06 17 07 40 204  1.8  2.2  0.15  2.50 99.00  41 9999.0  17.8  16.8  15.2 99.0 99.00
2020 06 17 07 50 203  1.8  2.1  0.15  2.44 99.00  40 9999.0  18.0  16.8  15.0 99.0 99.00
2020 06 17 10 00 231  2.5  3.2  0.17 99.00 99.00 128 9999.0  18.0  16.8  14.4 99.0 99.00
2020 06 17 10 10 231  2.8  3.4  0.17 99.00 99.00  43 9999.0  18.0  16.8  14.3 99.0 99.00
2020 06 17 10 20 241  2.0  2.8  0.16 99.00 99.00 163 9999.0  18.0  16.8  14.4 99.0 99.00
2020 06 17 10 30 319  0.9  1.3  0.16 99.00 99.00 131 9999.0  17.8  16.8  14.6 99.0 99.00
2020 06 17 10 40 304  0.1  0.6  0.16 99.00 99.00 150 9999.0  17.9  16.8  14.2 99.0 99.00
2020 06 17 11 00 213  0.7  1.6  0.18 99.00 99.00 999 9999.0  18.4  16.8  14.1 99.0 99.00
2020 06 17 11 20 210  1.9  2.8  0.18 99.00 99.00  94 9999.0  18.5  16.9  14.2 99.0 99.00
2020 06 17 11 30 202  2.0  2.7  0.16 99.00 99.00 134 9999.0  18.5  16.9  14.1 99.0 99.00
2020 06 17 11 40 193  2.1  2.8  0.16 99.00 99.00 999 9999.0  18.8  16.9  13.8 99.0 99.00
2020 06 17 11 50 209  2.2  2.8  0.15 99.00 99.00 999 9999.0  19.0  16.9  13.8 99.0 99.00
2020 06 17 12 10 214  0.6  1.7  0.16 99.00 99.00 999 9999.0  19.0  16.9  14.5 99.0 99.00
2020 06 17 12 20 190  0.9  1.4  0.15 99.00 99.00 300 9999.0  19.4  16.9  14.4 99.0 99.00
2020 06 17 12 30 184  1.5  2.1  0.15 99.00 99.00 999 9999.0  19.4  16.9  14.2 99.0 99.00
2020 06 17 12 40 194  2.1  2.5  0.14 99.00 99.00 999 9999.0  19.0  16.9  14.2 99.0 99.00
2020 06 17 13 00 232  1.3  1.6  0.14 99.00 99.00 999 9999.0  19.4  17.0  14.2 99.0 99.00
2020 06 17 13 10 215  1.0  1.7  0.14 99.00 99.00 999 9999.0  19.5  17.0  14.6 99.0 99.00
2020 06 17 13 20 220  1.1  1.5  0.15 99.00 99.00 999 9999.0  19.9  17.0  14.6 99.0 99.00
2020 06 17 13 30 213  0.8  1.4  0.16 99.00 99.00 125 9999.0  20.2  17.1  14.3 99.0 99.00
2020 06 17 13 40 226  0.8  1.5  0.17 99.00 99.00 143 9999.0  20.3  17.1  14.8 99.0 99.00
2020 06 17 13 50 230  1.8  2.5  0.16 99.00 99.00 145 9999.0  19.7  17.1  15.0 99.0 99.00
2020 06 17 14 00 232  1.5  2.5  0.16 99.00 99.00 999 9999.0  20.1  17.2  15.2 99.0 99.00
2020 06 17 14 10 235  1.2  1.7  0.15 99.00 99.00 157 9999.0  20.3  17.3  15.1 99.0 99.00
2020 06 17 14 20 203  0.7  1.2  0.16 99.00 99.00 148 9999.0  20.5  17.3  15.0 99.0 99.00
2020 06 17 14 30 223  1.0  1.4  0.15 99.00 99.00 182 9999.0  20.8  17.3  14.9 99.0 99.00
2020 06 17 14 40 215  0.9  1.2  0.16 99.00 99.00 999 9999.0  21.2  17.3  14.9 99.0 99.00
2020 06 17 14 50 124  1.1  1.8  0.16 99.00 99.00 194 9999.0  20.3  17.3  16.1 99.0 99.00
2020 06 17 15 00  99  1.1  1.6  0.15 99.00 99.00 200 9999.0  20.0  17.3  16.4 99.0 99.00
2020 06 17 15 20  82  1.2  1.5  0.13 99.00 99.00 999 9999.0  20.1  17.5  17.6 99.0 99.00
2020 06 17 15 30  85  1.6  2.0  0.12 99.00 99.00 999 9999.0  20.0  17.6  17.3 99.0 99.00
2020 06 17 15 40  89  1.9  2.2  0.12 99.00 99.00 999 9999.0  19.7  17.5  17.3 99.0 99.00
2020 06 17 15 50  81  1.8  2.2  0.11 99.00 99.00 999 9999.0  19.8  17.5  17.1 99.0 99.00
2020 06 17 16 00  98  2.2  2.5  0.12 99.00 99.00  47 9999.0  19.7  17.6  17.3 99.0 99.00
2020 06 17 16 10  97  2.3  2.6  0.11 99.00 99.00 166 9999.0  19.8  17.6  16.8 99.0 99.00
2020 06 17 16 20  86  2.4  2.8  0.11 99.00 99.00 999 9999.0  19.9  17.7  17.3 99.0 99.00
2020 06 17 16 30 999  2.7  3.1  0.10 99.00 99.00 999 9999.0  20.2  17.9  17.5 99.0 99.00
2020 06 17 16 40 999  2.8  3.2  0.10 99.00 99.00  32 9999.0  20.4  17.9  17.2 99.0 99.00
2020 06 17 16 50 999  3.0  3.5  0.10 99.00 99.00 999 9999.0  20.4  18.5  16.9 99.0 99.00
2020 06 17 17 00 999  3.2  3.8  0.10 99.00 99.00 999 9999.0  20.4  18.6  16.6 99.0 99.00
2020 06 17 17 10 999  3.3  3.8  0.11 99.00 99.00 999 9999.0  20.3  18.5  17.3 99.0 99.00
2020 06 17 17 20 999  3.2  3.6  0.10 99.00 99.00  59 9999.0  19.8  18.5  17.3 99.0 99.00
2020 06 17 17 30 999  3.1  3.5  0.11  2.25 99.00 342 9999.0  19.6  18.5  16.9 99.0 99.00
2020 06 17 17 40 999  3.1  3.7  0.10  2.44 99.00 303 9999.0  19.6  18.5  16.9 99.0 99.00
2020 06 17 17 50 999  3.0  3.6  0.10  2.44 99.00 999 9999.0  19.5  18.5  17.1 99.0 99.00
2020 06 17 18 00 999  3.0  3.5  0.09  2.75 99.00 339 9999.0  19.6  18.4  16.8 99.0 99.00
2020 06 17 18 10 999  3.0  3.5  0.09  2.27 99.00  48 9999.0  19.7  18.5  16.9 99.0 99.00
2020 06 17 18 20 999  3.0  3.4  0.11  2.27 99.00 999 9999.0  19.8  18.5  17.1 99.0 99.00
2020 06 17 18 30 999  3.1  3.6  0.12  2.27 99.00 999 9999.0  19.9  18.5  16.8 99.0 99.00
2020 06 17 18 40 999  3.4  4.2  0.13 99.00 99.00  22 9999.0  20.0  18.5  16.8 99.0 99.00
2020 06 17 18 50 999  3.7  4.2  0.12 99.00 99.00  15 9999.0  19.9  18.5  16.8 99.0 99.00
2020 06 17 19 00 999  3.7  4.3  0.12 99.00 99.00 999 9999.0  19.9  18.5  17.2 99.0 99.00
2020 06 17 19 10 999  3.5  4.0  0.13 99.00 99.00 999 9999.0  19.8  18.5  17.4 99.0 99.00
2020 06 17 19 20 999  3.2  3.8  0.12 99.00 99.00 140 9999.0  19.7  18.5  17.4 99.0 99.00
2020 06 17 19 30 999  3.2  3.7  0.12  2.16 99.00 143 9999.0  19.8  18.5  17.3 99.0 99.00
2020 06 17 19 40 999  3.1  3.5  0.12  2.16 99.00 999 9999.0  20.0  18.6  17.1 99.0 99.00
2020 06 17 19 50 999  3.2  3.8  0.13  2.16 99.00 999 9999.0  20.0  18.6  17.0 99.0 99.00
2020 06 17 20 00 999  3.4  4.0  0.15  2.16 99.00 999 9999.0  20.0  18.6  17.2 99.0 99.00
2020 06 17 20 10 999  3.6  4.1  0.16 99.00 99.00 146 9999.0  20.1  18.6  17.2 99.0 99.00
2020 06 17 20 20 999  3.7  4.4  0.16 99.00 99.00  18 9999.0  20.1  18.5  17.2 99.0 99.00
2020 06 17 20 30 999  3.5  4.1  0.15 99.00 99.00  50 9999.0  20.0  18.5  17.4 99.0 99.00
2020 06 17 20 40 999  3.6  4.2  0.15 99.00 99.00   9 9999.0  19.9  18.5  17.4 99.0 99.00
2020 06 17 20 50 999  3.7  4.3  0.16 99.00 99.00  27 9999.0  20.0  18.5  17.3 99.0 99.00
2020 06 17 21 00 999  3.2  3.8  0.17 99.00 99.00   7 9999.0  19.9  18.5  17.4 99.0 99.00
2020 06 17 21 10 999  2.8  3.6  0.19 99.00 99.00 169 9999.0  19.9  18.5  17.5 99.0 99.00
2020 06 17 21 20 999  2.8  3.5  0.19 99.00 99.00  30 9999.0  19.7  18.5  17.5 99.0 99.00
2020 06 17 21 30 999  2.1  3.3  0.19 99.00 99.00  28 9999.0  20.0  18.5  17.6 99.0 99.00
2020 06 17 21 40 999  2.4  2.8  0.18 99.00 99.00  50 9999.0  19.8  18.6  17.6 99.0 99.00
2020 06 17 21 50 999  2.8  3.9  0.19 99.00 99.00 999 9999.0  19.6  18.6  17.7 99.0 99.00
2020 06 17 22 00 999  2.6  3.2  0.19 99.00 99.00  37 9999.0  19.7  18.6  17.8 99.0 99.00
2020 06 17 22 10 999  2.6  3.2  0.18 99.00 99.00  15 9999.0  19.7  18.6  17.8 99.0 99.00
2020 06 17 22 20 999  2.2  2.6  0.17 99.00 99.00  44 9999.0  19.6  18.6  17.8 99.0 99.00
2020 06 17 22 30 999  2.1  2.8  0.18 99.00 99.00 999 9999.0  19.6  18.6  17.8 99.0 99.00
2020 06 17 22 40 999  2.2  2.8  0.19 99.00 99.00  45 9999.0  19.5  18.6  17.8 99.0 99.00
2020 06 17 22 50 999  1.9  2.6  0.19 99.00 99.00  19 9999.0  19.6  18.6  17.8 99.0 99.00
2020 06 17 23 00 999  2.1  2.8  0.19 99.00 99.00  29 9999.0  19.6  18.6  17.8 99.0 99.00
2020 06 17 23 20 999  3.4  4.3  0.19 99.00 99.00  62 9999.0  19.7  18.6  17.6 99.0 99.00
2020 06 17 23 40 999  3.1  3.7  0.19 99.00 99.00  21 9999.0  19.8  18.4  17.3 99.0 99.00
2020 06 17 23 50 999  2.6  3.1  0.19 99.00 99.00  39 9999.0  19.7  18.4  17.3 99.0 99.00
2020 06 18 00 00 999  3.0  4.2  0.19 99.00 99.00 999 9999.0  19.5  18.3  17.6 99.0 99.00
2020 06 18 00 10 999  3.5  4.4  0.18 99.00 99.00  20 9999.0  19.5  18.3  17.4 99.0 99.00
2020 06 18 00 30 999  3.3  4.1  0.18 99.00 99.00  29 9999.0  19.2  18.2  17.5 99.0 99.00
2020 06 18 00 40 999  3.3  4.0  0.19 99.00 99.00  25 9999.0  19.0  18.2  17.4 99.0 99.00
2020 06 18 01 00 999  3.6  4.1  0.20 99.00 99.00 999 9999.0  18.9  18.2  17.5 99.0 99.00
2020 06 18 01 20 999  3.8  4.9  0.19 99.00 99.00 999 9999.0  19.1  18.2  17.1 99.0 99.00
2020 06 18 01 30 999  3.8  4.8  0.19 99.00 99.00  22 9999.0  18.7  18.1  17.2 99.0 99.00
2020 06 18 01 40 999  4.1  4.8  0.18 99.00 99.00  35 9999.0  18.7  18.1  17.1 99.0 99.00
2020 06 18 02 00 999  4.0  4.9  0.20 99.00 99.00  49 9999.0  18.8  18.1  16.8 99.0 99.00
2020 06 18 02 10 999  3.9  4.6  0.22 99.00 99.00  45 9999.0  18.9  18.1  16.7 99.0 99.00
2020 06 18 02 30 999  4.3  5.2  0.23 99.00 99.00  86 9999.0  19.0  18.1  16.5 99.0 99.00
2020 06 18 02 50 999  4.3  5.4  0.25 99.00 99.00  73 9999.0  19.5  18.0  15.7 99.0 99.00
2020 06 18 03 10 999  2.9  3.9  0.25 99.00 99.00  61 9999.0  19.0  18.0  16.1 99.0 99.00
2020 06 18 03 20 999  2.6  3.0  0.23 99.00 99.00  83 9999.0  18.8  17.9  16.0 99.0 99.00
2020 06 18 03 30 999  2.9  3.6  0.21 99.00 99.00  87 9999.0  19.2  17.9  15.5 99.0 99.00
2020 06 18 03 40 999  3.2  3.7  0.21 99.00 99.00  48 9999.0  19.5  17.9  15.2 99.0 99.00
2020 06 18 03 50 999  2.8  3.2  0.19 99.00 99.00  76 9999.0  19.6  17.9  15.2 99.0 99.00
2020 06 18 04 00 999  2.6  3.0  0.18 99.00 99.00  53 9999.0  19.4  17.8  15.3 99.0 99.00
2020 06 18 04 10 999  2.7  3.1  0.17 99.00 99.00 999 9999.0  19.4  17.8  15.2 99.0 99.00
2020 06 18 04 20 999  2.5  3.0  0.16 99.00 99.00  66 9999.0  19.5  17.8  15.2 99.0 99.00
2020 06 18 04 30 999  2.3  2.6  0.15 99.00 99.00  30 9999.0  19.2  17.8  15.4 99.0 99.00
2020 06 18 04 40 999  2.8  3.7  0.13 99.00 99.00  51 9999.0  19.1  17.8  15.3 99.0 99.00
2020 06 18 04 50 999  3.2  3.8  0.13 99.00 99.00 999 9999.0  19.3  17.8  15.0 99.0 99.00
2020 06 18 05 00 999  3.3  4.0  0.13 99.00 99.00 999 9999.0  19.4  17.8  14.9 99.0 99.00
2020 06 18 05 10 999  3.2  3.7  0.13 99.00 99.00  66 9999.0  19.4  17.8  15.0 99.0 99.00
2020 06 18 05 20 999  3.5  4.2  0.13 99.00 99.00  54 9999.0  19.4  17.8  14.8 99.0 99.00
2020 06 18 05 30 999  3.8  4.5  0.13 99.00 99.00  52 9999.0  19.5  17.7  14.8 99.0 99.00
2020 06 18 05 40 999  3.4  4.1  0.13 99.00 99.00 999 9999.0  19.2  17.7  15.0 99.0 99.00
2020 06 18 05 50 999  3.4  4.3  0.14 99.00 99.00  62 9999.0  19.2  17.7  15.0 99.0 99.00
2020 06 18 06 00 999  3.4  4.0  0.15 99.00 99.00 999 9999.0  19.2  17.7  15.0 99.0 99.00
2020 06 18 06 10 999  3.0  3.6  0.16 99.00 99.00  67 9999.0  19.2  17.7  15.0 99.0 99.00
2020 06 18 06 20 999  3.0  3.4  0.17 99.00 99.00  58 9999.0  19.2  17.7  14.9 99.0 99.00
2020 06 18 06 30 999  2.8  3.3  0.16 99.00 99.00  58 9999.0  19.0  17.7  14.9 99.0 99.00
2020 06 18 06 40 999  2.5  3.8  0.16 99.00 99.00  56 9999.0  18.9  17.7  15.1 99.0 99.00
2020 06 18 06 50 999  4.1  5.2  0.16  2.03 99.00  62 9999.0  19.2  17.7  14.6 99.0 99.00
2020 06 18 07 00 999  3.4  4.4  0.16  2.09 99.00  59 9999.0  19.1  17.7  14.6 99.0 99.00
2020 06 18 07 10 999  3.7  4.5  0.16  2.12 99.00  56 9999.0  19.2  17.7  14.2 99.0 99.00
2020 06 18 07 20 999  3.0  4.2  0.17  2.08 99.00  64 9999.0  19.2  17.6  14.4 99.0 99.00
2020 06 18 07 30 999  2.4  3.2  0.17  2.04 99.00  75 9999.0  18.8  17.6  14.3 99.0 99.00
2020 06 18 07 40 999  3.1  3.9  0.17  2.07 99.00  66 9999.0  19.4  17.6  13.7 99.0 99.00
2020 06 18 07 50 999  3.0  3.7  0.17 99.00 99.00  66 9999.0  19.2  17.6  14.0 99.0 99.00
2020 06 18 08 00 999  2.9  3.5  0.16 99.00 99.00  67 9999.0  19.2  17.6  14.1 99.0 99.00
2020 06 18 08 10 999  3.0  3.4  0.16 99.00 99.00  63 9999.0  19.1  17.5  14.1 99.0 99.00
2020 06 18 08 20 999  3.1  3.7  0.16  2.04 99.00  72 9999.0  19.2  17.5  14.0 99.0 99.00
2020 06 18 08 30 999  3.1  3.7  0.16  2.04 99.00 999 9999.0  19.2  17.5  13.9 99.0 99.00
2020 06 18 08 40 999  3.1  3.7  0.17  2.04 99.00 999 9999.0  19.2  17.5  13.9 99.0 99.00
2020 06 18 08 50 999  2.4  3.2  0.16 99.00 99.00  84 9999.0  19.1  17.5  14.1 99.0 99.00
2020 06 18 09 00 999  2.4  3.0  0.15 99.00 99.00 999 9999.0  18.9  17.5  14.2 99.0 99.00
2020 06 18 09 10 999  2.7  3.2  0.15 99.00 99.00 999 9999.0  18.9  17.5  14.0 99.0 99.00
2020 06 18 09 20 999  2.5  2.9  0.15 99.00 99.00  55 9999.0  18.9  17.4  14.0 99.0 99.00
2020 06 18 09 30 999  1.7  2.4  0.15 99.00 99.00  59 9999.0  18.8  17.4  14.1 99.0 99.00
2020 06 18 09 40 999  1.4  1.7  0.14 99.00 99.00 145 9999.0  18.6  17.4  14.0 99.0 99.00
2020 06 18 09 50 999  1.5  1.8  0.14 99.00 99.00 136 9999.0  18.8  17.4  13.5 99.0 99.00
2020 06 18 10 00 999  1.5  1.7  0.13 99.00 99.00  70 9999.0  18.6  17.4  14.0 99.0 99.00
2020 06 18 10 10 999  1.7  2.1  0.13 99.00 99.00 999 9999.0  18.4  17.4  14.4 99.0 99.00
2020 06 18 10 20 999  1.3  1.6  0.13 99.00 99.00 999 9999.0  18.3  17.4  14.7 99.0 99.00
2020 06 18 10 30 999  1.2  1.8  0.13 99.00 99.00  60 9999.0  18.2  17.4  14.5 99.0 99.00
2020 06 18 10 40 999  0.7  1.1  0.12 99.00 99.00  65 9999.0  18.3  17.4  14.4 99.0 99.00
2020 06 18 10 50 999  0.9  3.0  0.11 99.00 99.00  31 9999.0  18.9  17.4  14.3 99.0 99.00
2020 06 18 11 00 999  1.2  2.5  0.11 99.00 99.00 999 9999.0  19.0  17.4  14.2 99.0 99.00
2020 06 18 11 10 999  0.9  1.3  0.12 99.00 99.00  36 9999.0  19.0  17.4  14.6 99.0 99.00
2020 06 18 11 20 999  0.0  0.2  0.12 99.00 99.00  49 9999.0  20.1  17.4  13.8 99.0 99.00
2020 06 18 11 30 999  0.0  0.0  0.12  2.00 99.00  62 9999.0  20.9  17.4  14.8 99.0 99.00
2020 06 18 11 40 999  0.1  0.8  0.12  2.00 99.00 999 9999.0  20.8  17.4  13.8 99.0 99.00
2020 06 18 11 50 999  0.2  0.7  0.12 99.00 99.00  64 9999.0  19.6  17.4  14.2 99.0 99.00
2020 06 18 12 00 999  0.0  0.4  0.12 99.00 99.00 999 9999.0  19.7  17.5  14.9 99.0 99.00
2020 06 18 12 10 999  0.6  1.5  0.12 99.00 99.00 187 9999.0  19.6  17.5  14.6 99.0 99.00
2020 06 18 12 20 999  1.0  1.4  0.11 99.00 99.00 999 9999.0  19.1  17.5  13.8 99.0 99.00
2020 06 18 12 30 999  0.6  1.5  0.11 99.00 99.00 999 9999.0  19.1  17.5  14.9 99.0 99.00
2020 06 18 12 40 999  0.2  0.9  0.11 99.00 99.00  75 9999.0  19.7  17.6  14.1 99.0 99.00
2020 06 18 12 50 999  1.6  2.1  0.12 99.00 99.00 999 9999.0  19.0  17.6  14.4 99.0 99.00
2020 06 18 13 00 999  0.8  1.3  0.11 99.00 99.00 276 9999.0  19.0  17.7  15.1 99.0 99.00
2020 06 18 13 10 999  0.7  1.2  0.11 99.00 99.00 999 9999.0  20.0  17.7  15.5 99.0 99.00
2020 06 18 13 20 999  1.0  1.5  0.09 99.00 99.00 324 9999.0  20.0  17.8  15.6 99.0 99.00
2020 06 18 13 30 999  1.5  1.9  0.09 99.00 99.00 999 9999.0  19.5  18.0  15.5 99.0 99.00
2020 06 18 13 40 999  1.6  2.1  0.09 99.00 99.00 999 9999.0  19.2  18.0  15.9 99.0 99.00
2020 06 18 13 50 999  1.4  1.7  0.10 99.00 99.00 121 9999.0  19.2  18.1  15.9 99.0 99.00
2020 06 18 14 00 999  1.5  2.0  0.10 99.00 99.00 999 9999.0  19.3  18.2  16.0 99.0 99.00
2020 06 18 14 10 999  1.6  2.0  0.10 99.00 99.00 999 9999.0  19.0  18.3  16.2 99.0 99.00
2020 06 18 14 20 999  1.5  1.9  0.10  2.04 99.00 266 9999.0  19.0  18.3  16.1 99.0 99.00
2020 06 18 14 30 999  1.1  1.7  0.10  2.17 99.00  55 9999.0  19.2  18.4  16.1 99.0 99.00
2020 06 18 14 40 999  1.1  1.6  0.10  2.17 99.00 999 9999.0  19.3  18.4  16.3 99.0 99.00
2020 06 18 14 50 999  1.5  2.0  0.10  2.17 99.00 999 9999.0  19.3  18.6  16.4 99.0 99.00
2020 06 18 15 00 999  1.7  2.5  0.10  2.16 99.00  92 9999.0  19.3  18.7  16.7 99.0 99.00
2020 06 18 15 10 999  2.5  2.9  0.10  2.05 99.00 207 9999.0  19.2  18.7  17.0 99.0 99.00
2020 06 18 15 20 999  2.5  3.0  0.10  2.05 99.00 999 9999.0  19.2  18.7  16.5 99.0 99.00
2020 06 18 15 30 999  2.5  2.9  0.09  2.05 99.00 999 9999.0  19.3  18.6  16.3 99.0 99.00
2020 06 18 15 40 999  2.5  2.9  0.08  2.33 99.00 286 9999.0  19.3  18.7  16.9 99.0 99.00
2020 06 18 15 50 999  2.5  2.9  0.07  2.21 99.00 334 9999.0  19.4  18.7  16.8 99.0 99.00
2020 06 18 16 00 999  2.5  3.0  0.08  2.05 99.00 168 9999.0  19.6  18.8  16.9 99.0 99.00
2020 06 18 16 10 999  2.6  3.2  0.08  2.07 99.00 225 9999.0  19.8  18.8  16.8 99.0 99.00
2020 06 18 16 20 999  2.8  3.3  0.08  2.42 99.00 273 9999.0  19.7  18.9  16.9 99.0 99.00
2020 06 18 16 30 999  3.2  4.0  0.08  2.68 99.00 125 9999.0  19.8  18.8  16.6 99.0 99.00
2020 06 18 16 40 999  3.1  3.9  0.07  2.68 99.00 219 9999.0  19.8  18.7  16.6 99.0 99.00
2020 06 18 16 50 999  2.9  3.4  0.08  2.68 99.00 999 9999.0  19.9  18.8  16.7 99.0 99.00
2020 06 18 17 00 999  2.8  3.2  0.10  2.68 99.00 999 9999.0  19.8  18.8  16.8 99.0 99.00
2020 06 18 17 10 999  2.7  3.0  0.11  2.68 99.00 999 9999.0  19.9  18.9  17.0 99.0 99.00
2020 06 18 17 20 999  2.8  3.1  0.11  2.68 99.00 999 9999.0  19.8  19.0  17.1 99.0 99.00
2020 06 18 17 30 999  2.8  3.1  0.10  2.68 99.00 999 9999.0  19.9  19.0  17.2 99.0 99.00
2020 06 18 17 40 999  2.7  3.0  0.09  2.68 99.00 999 9999.0  19.9  19.1  17.4 99.0 99.00
2020 06 18 17 50 999  2.7  3.2  0.09  2.68 99.00 999 9999.0  20.0  19.1  17.3 99.0 99.00
2020 06 18 18 00 999  2.6  3.0  0.11  2.68 99.00 999 9999.0  20.2  19.1  17.4 99.0 99.00
2020 06 18 18 10 999  2.7  4.2  0.10  2.68 99.00 999 9999.0  20.2  19.2  17.7 99.0 99.00
2020 06 18 18 20 999  3.6  4.6  0.10  2.68 99.00 999 9999.0  20.0  19.2  17.6 99.0 99.00
2020 06 18 18 30 999  4.1  4.8  0.10  2.68 99.00 999 9999.0  20.2  19.2  17.4 99.0 99.00
2020 06 18 18 40 999  4.0  4.6  0.11  2.51 99.00 154 9999.0  20.2  19.1  17.2 99.0 99.00
2020 06 18 18 50 999  3.8  4.4  0.12  2.51 99.00 999 9999.0  20.2  19.1  17.1 99.0 99.00
2020 06 18 19 00 999  3.7  4.2  0.10  2.43 99.00  69 9999.0  20.4  19.1  16.9 99.0 99.00
2020 06 18 19 10 999  3.6  4.2  0.11  2.43 99.00 999 9999.0  20.4  19.1  16.8 99.0 99.00
2020 06 18 19 20 999  3.8  4.5  0.11  2.30 99.00 145 9999.0  20.4  19.1  16.9 99.0 99.00
2020 06 18 19 30 999  4.1  5.0  0.15  2.30 99.00 999 9999.0  20.5  19.1  16.5 99.0 99.00
